id,run_id,review_task_id,section,material_id,verdict,reason,created_at
2061,f5499af24248,5f70667043f74233,政治经济,5338,approved,审核通过。,2026-04-07 19:57:02.333648+00
2062,f5499af24248,5f70667043f74233,政治经济,5339,approved,审核通过。,2026-04-07 19:57:02.345529+00
2063,f5499af24248,5f70667043f74233,政治经济,5340,approved,审核通过。,2026-04-07 19:57:02.359911+00
2064,f5499af24248,5f70667043f74233,政治经济,5341,approved,审核通过。,2026-04-07 19:57:02.369892+00
2065,f5499af24248,5f70667043f74233,政治经济,5342,approved,审核通过。,2026-04-07 19:57:02.379967+00
2066,f5499af24248,5f70667043f74233,政治经济,5343,approved,审核通过。,2026-04-07 19:57:02.392198+00
2067,f5499af24248,5f70667043f74233,政治经济,5344,approved,审核通过。,2026-04-07 19:57:02.402612+00
2068,f5499af24248,5f70667043f74233,政治经济,5345,approved,审核通过。,2026-04-07 19:57:02.413484+00
2069,f5499af24248,5f70667043f74233,政治经济,5346,approved,审核通过。,2026-04-07 19:57:02.426094+00
2070,f5499af24248,5f70667043f74233,政治经济,5347,approved,审核通过。,2026-04-07 19:57:02.439653+00
2071,f5499af24248,5f70667043f74233,政治经济,5348,approved,审核通过。,2026-04-07 19:57:02.450234+00
2072,f5499af24248,5f70667043f74233,政治经济,5349,approved,审核通过。,2026-04-07 19:57:02.461753+00
2073,f5499af24248,5f70667043f74233,政治经济,5350,approved,审核通过。,2026-04-07 19:57:02.477759+00
2074,f5499af24248,5c6c1d03e7fa4cc4,科技,5351,approved,审核通过。,2026-04-07 19:57:08.886522+00
2075,f5499af24248,5c6c1d03e7fa4cc4,科技,5352,approved,审核通过。,2026-04-07 19:57:08.897048+00
2076,f5499af24248,5c6c1d03e7fa4cc4,科技,5353,approved,审核通过。,2026-04-07 19:57:08.907597+00
2077,f5499af24248,5c6c1d03e7fa4cc4,科技,5354,approved,审核通过。,2026-04-07 19:57:08.919018+00
